Product ID,Picture URL,Description,Health Facts,Highlights
T254,https://target.scene7.com/is/image/Target/GUEST_704120a5-e1c8-4f68-9ec8-875100896295?wid=800&hei=800&qlt=80&fmt=pjpeg,"Sometimes little flakes on the shoulders can make us feel self-conscious, sending us looking for anti-dandruff treatment products. Did you know that aggressive washing and harsh products could take away your scalp’s nutrients and hair’s moisture balance, making it dry and dull? As a part of the new Dove DermaCare Scalp series, we created the Dryness and Itch Relief Conditioner, with a pH balanced formulation that helps nourish and sooth itchy and dry scalp. The mild formula gently cares for a dry scalp, while the indulgent coconut and shea butter scent gives a luxurious feel to this hair treatment.

This anti-dandruff hair conditioner is formulated with active Pyrithione Zinc to effectively tackle dandruff, and to help solve dryness and itch experienced by dandruff-prone scalp. Its mild, pH balanced formula helps to gently care for hair. The formula cleanses itchy and dry scalp while leaving hair flake free*, smooth and less frizzy.

How to use: After gently cleansing with Dove Dryness and Itch Relief Shampoo, apply Dove Dermacare Dryness & Itch Relief Conditioner to your clean, wet hair and scalp. Enjoy the indulgent scent and soothing scalp relief before rinsing. For the best results, use this deep hair conditioner alongside Dove Dryness and Itch Relief Shampoo.

*no visible flakes with regular use","Paraben-Free, Dye-Free, Aluminum-Free","DERMACARE ANTI-DANDRUFF CONDITIONER: Dove Dermacare Anti-Dandruff Dry & Itchy Scalp Relief Conditioner nourishes and conditions hair, leaving your hair flake free* *no visible flakes with regular use, CONDITIONING DRY SCALP TREATMENT: This anti dandruff conditioner for an itchy scalp works to hydrate and soothe a dry scalp., FORMULATED WITH PYRITHIONE ZINC: This anti dandruff conditioner is formulated with active Pyrithione Zinc to effectively tackle dandruff., FRAGRANT CONDITIONING DANDRUFF TREATMENT: This conditioner for itchy scalp delivers the fragrant and indulgent scent of coconut and shea butter., ITCH RELIEF CONDITIONER FORMULA: This conditioner for dry hair contains a moisturizing conditioner formula to help reduce scalp redness and provide relief to a dry scalp., ANTI-DANDRUFF FRIZZ CONTROL HAIR PRODUCTS: Beyond tackling dandruff, this conditioner system also smooths strands for less frizzy hair."
T255,https://target.scene7.com/is/image/Target/GUEST_3443d99b-0324-4680-ae70-9310aedb0f2d?wid=800&hei=800&qlt=80&fmt=pjpeg,"Repair & revive your senses and strands with OGX Extra Strength Damage Repair + Coconut Miracle Oil Conditioner. This damaged hair conditioner helps transform thick, coarse hair into silky perfection. Ideal for dry or frizzy hair, the hydrating conditioner also helps calm frizz and tame flyaways as if helps soften and repair tresses. The nourishing damage remedy blend contains coconut oil to help add luster, shine & softness to hair along with vanilla bean extract and essence of tiare - an infused perfume-oil made from soaking the petals in coconut oil. Plus, the coconut milk, tangerine and warm vanilla scent makes conditioning your hair an all-around sensory experience that leaves locks with an irresistibly good smell. Paraben-free with sulfate-free surfactants, this restorative coconut conditioner represents beauty, pure and simple. For a full repairing frizzy hair care routine, pair this flyaway-taming conditioner with OGX Coconut Miracle Oil Shampoo.","Paraben-Free, Sulfate-Free, Sodium Lauryl Sulfate-Free, Contains Coconut Oil","Damage remedy blend with coconut oil, to help add luster, shine & softness to hair, Also formulated with vanilla bean extract & essence of tiare, an infused perfume oil, Ideal for dry or frizzy hair, the hydrating conditioner helps tame flyaways & brings out shine, Pleasant coconut milk, tangerine, & warm vanilla scent leaves tresses smelling irresistibly good, The sulfate-free surfactant haircare system is paraben-free, gentle & leaves hair feeling nourished, Coconut Conditioner helps transform thick, coarse hair into silky perfection, leaving smooth strands"
T258,https://target.scene7.com/is/image/Target/GUEST_586ac107-1bfd-4f50-b0fe-f405482faba6?wid=800&hei=800&qlt=80&fmt=pjpeg,"If you’re searching for an answer on how to make your hair fuller and thicker, it’s time to discover French-inspired hair beauty secrets. New Dove Nourishing Secrets Thickening Secrets is designed to nourish and give your hair a boost of volume. Inspired by French women who use blends of lavender oil for hair nourishment and rosemary extracts to take care of their hair, it’s a great way to lift your style. The result? Thicker and fuller looking hair with a delicate scent from the very first wash.

Dove Nourishing Secrets Thickening Secrets Shampoo and Conditioner combines Dove nourishing technologies with lavender oil and rosemary oil for hair. Helping to nourish and add volume and fullness* to your hair, use both together as part of your regular hair cleansing regime to achieve the best results. Start by washing your hair with the shampoo before applying the hair thickening conditioner and leaving for a couple of minutes. Rinse clean and dry as normal, applying a heat protection spray if using hair styling tools.

Enjoy your own French inspired hair beauty ritual to boost your hair volume and get stronger hair at home with Dove Nourishing Secrets Thickening Secrets Shampoo and Conditioner. It’s a little gift from Dove to you!

*vs. unwashed hair

Packaging contains recycled content - Bottle is made from 100% post-consumer recycled content (PCR)","Paraben-Free, Sulfate-Free, Sodium Lauryl Sulfate-Free, Contains Coconut Oil","Dove Nourishing Secrets Thickening Secrets Conditioner, inspired by the hair beauty rituals of French women, A nourishing conditioner enriched with lavender oil and rosemary, Creamy formula deeply conditions without weighing hair down, Thickening conditioner helps boost body and bounce from first wash, For healthy hair that looks fuller, Suitable for daily use"
T261,https://target.scene7.com/is/image/Target/GUEST_89557fe0-c22c-479e-88b6-2d75e65c26a4?wid=800&hei=800&qlt=80&fmt=pjpeg,"Want to fight frizz? Indulge your strands with an exclusive smoothing remedy blended with Coconut Oil and Cocoa Butter that nourishes, tames undesirable frizz, and fights against high humidity for up to 24HR intensely smooth hair. Our smoothing remedy blooms with a tropical fragrance of Coconut Oil & Cocoa Butter bringing to life our wholesome care that tames frizz and flyaways. For the best smoothing and frizz taming results, use the full Whole Blends smoothing system of sulfate free shampoo and sulfate free conditioner. Vegan (no animal derived ingredients) and blended without Parabens, Phthalates, Mineral Oils, or DMDM Hydantoin. All Garnier products are approved by Cruelty Free International under the Leaping Bunny Program.

After using our Coconut Oil & Cocoa Butter Shampoo, massage into wet hair, lather and rinse.

Packaging may vary.","Vegan, Paraben-Free, Contains Coconut Oil, Phthalate-Free","Blended From Nature to Nurture: Garnier Whole Blends Smoothing Conditioner for frizzy hair is blended with sustainably sourced Cocoa Butter known to soften and Coconut Oil, a legendary smoother; provides up to 24HR intensely smooth hair while nourishing and fighting against high humidity, Garnier Whole Blends Repairing System: For best hair strengthening and repairing results, use the full Whole Blends Coconut Butter System with shampoo and conditioner, Whole Blends for Every Hair Type: We are a blend of diverse hair needs and hair types, from wavy, straight, curly, smooth, to everything else in between; That’s why every formula we make is carefully crafted with select ingredients, blended into nurturing, gentle formulas; Parabens Free, Phthalates Free, DMDM Hydantoin Free, Mineral Oil Free; Vegan Formula, No Animal Derived Ingredients, Over 100 Years of Pioneering in Hair Care: Since 1904 Garnier has blended naturally inspired and derived ingredients into breakthrough formulas; Nourish your hair with hair color and care from Garnier, Inspired By Nature: Garnier carries an array of products for your hair and skin care needs, from shampoos, color care, and hair styling products to formulas that cleanse, moisturize and repair skin"
T262,https://target.scene7.com/is/image/Target/GUEST_13e4f381-2df8-43ca-ad1e-0b5fa5c06c88?wid=800&hei=800&qlt=80&fmt=pjpeg,"Get the free-flowing hair of your dreams and control frizz with Herbal Essences Purifying Conditioner with Tea Tree. This lightweight, purifying, pH-balanced formula is made without mineral oil. Plus, it’s safe for color-treated hair. All good things. So, get the shiny-soft hair with all the bounce and fullness you require. Oh, and did we mention it detangles and protects against damage, too? It does.","Contains Tea Tree Oil, Mineral Oil-Free","This lightweight, moisturizing conditioner is crafted without mineral oil, Scented with notes of tea tree essence, Detangles and protects hair from damage leaving your hair soft with volume, Uses a pH-balanced formula that is also safe for color-treated hair, Cruelty-free certified by PETA"
T263,https://target.scene7.com/is/image/Target/GUEST_58cf039f-6585-469a-8a46-64e39377e14c?wid=800&hei=800&qlt=80&fmt=pjpeg,"Rise and shine! Herbal Essences Chamomile Shine Conditioner will brighten your day. Indulge your hair with Herbal Essences Shine Conditioner with an infused blend of Chamomile, Aloe Vera and Passion Flower extracts to get brilliant shine and smoothness. Our conditioner, with its meadow-fresh scent, gently conditions hair and leaves it looking healthy and shiny. This conditioner is cruelty free, mineral oil free, color safe, and pH balanced. This conditioner is good for fine hair, flat hair, straight hair, colored hair, and oily hair.","Mineral Oil-Free, Contains Aloe","SHINY HAIR: Herbal Essences Chamomile conditioner gently conditions, adds light moisture and leaves hair looking healthy and shiny, AN INFUSED BLEND: Of Chamomile, Aloe Vera and Passion flower extracts, MINDFULLY CREATED: Certified PETA Cruelty free, mineral oil free, dermatologist-tested, color safe and pH balanced, SCENT EXPERIENCE: Uplifting, meadow-fresh fragrance"
T264,https://target.scene7.com/is/image/Target/GUEST_28caa4a3-f801-4910-bb17-fb0397bc43f6?wid=800&hei=800&qlt=80&fmt=pjpeg,"HARD WORKING, LONG LASTING Your haircare should work as hard as you do. Repair damaged hair with Pantene PRO-V Repair & Protect Conditioner, which visibly transforms damaged hair back to healthy looking hair and protects each strand from future damage. This moisturizing conditioner contains 2x more nutrients with no parabens or colorants for nourishment in every wash, so you can wash less and keep the hydrated feel and protection for 72+ hours. This formula is safe for colored hair and crafted with protective anti-oxidants, strengthening lipids, and pH balancers that won't weigh your hair down, leaving you with strong and healthy strands. With Pantene Pro-V Repair & Protect Conditioner, say goodbye to damaged strands and unleash soft, hydrated hair that looks and feels beautiful for longer. 2X MORE NUTRIENTS, LASTS FOR 72+ HOURS This Pantene PRO-V Repair & Protect Conditioner is designed to be used with other products for damaged hair, like our complete Repair & Protect Collection that infuses your hair with optimal hydration and 2x more nutrients. These powerful Repair & Protect formulas work together to permeate every strand, fighting damage where it starts and deeply nourishing hair from the inside out for protection that lasts 72+ hours without washing. These formulas are crafted with Pro-V nutrients, Pro-Vitamin B5, and pH balancers, and made without parabens or colorants. TO USE After cleansing, massage Pro-V Conditioner into your hair, making sure to pay special attention to your ends. Rinse thoroughly. This color-safe conditioner is gentle enough for everyday use on chemically-treated hair or color-treated hair, and results last for 72+ hours without washing.","Paraben-Free, Dye-Free","HARD WORKING: Fuels hair with a potent blend of Pro-V nutrients and antioxidants so hair is strong against damage, LONG LASTING: Gently conditions hair with a vitamin-rich formula with 2x more nutrients, and with results that last 72+ hours, REPAIR WITH EVERY USE: Transform damaged hair back to healthy looking hair and protect each strand from future damage, ROOT TO TIP NOURISHMENT: These powerful Repair & Protect formulas work together to permeate every strand, fighting damage where it starts and protecting hair from the inside out"
T265,https://target.scene7.com/is/image/Target/GUEST_aa3b9f0f-a347-4cdf-9c9d-17249e43ac56?wid=800&hei=800&qlt=80&fmt=pjpeg,"HARD WORKING, LONG LASTING Your haircare should work as hard as you do. Pantene PRO-V Classic Clean Conditioner nourishes to maintain manageability and keep hair looking healthy and shiny. This nourishing conditioner contains 2x more nutrients and won't weigh down your strands, so you get healthy looking hair with every wash with 72+ hours of nourishment. This formula is crafted with protective anti-oxidants and pH balancers to leave you with healthy-looking and nourished hair. With Pantene Pro-V Classic Clean, say goodbye to dirty hair and unleash nourished locks that look and feel beautiful for longer. 2X MORE NUTRIENTS, LASTS FOR 72+ HOURS Pantene PRO-V Classic Clean Conditioner is designed to be used with other products in our Classic Clean collection to infuse your strands with 2x more nutrients. This paraben free conditioner works together with Classic Clean Shampoo to permeate every strand for healthy-looking nourishment that lasts 72+ hours without washing. These formulas are crafted with protective antioxidants, Pro-Vitamin B5, and pH balancers, and made without parabens or colorants. TO USE Massage conditioner into your hair, making sure to pay special attention to your ends. Rinse thoroughly. These color-safe formulas are gentle enough for everyday use on chemically-treated hair or color-treated hair, and results last for 72+ hours without washing.","Paraben-Free, Dye-Free","HARD WORKING: Fuels hair with a potent blend of Pro-V nutrients and antioxidants to keep hair shiny and healthy-looking, LONG LASTING: Gently conditions with a vitamin-rich formula with 2x more nutrients, with results that last 72+ hours, NOURISHMENT WITH EVERY WASH: Nourish strands to leave hair shiny and manageable, ROOT TO TIP NOURISHMENT: These powerful Classic Clean formulas work together to provide lightweight nourishment, maintaining manageability for shiny, healthy-looking hair"
T267,https://target.scene7.com/is/image/Target/GUEST_0d2bd285-63fe-48d5-a62d-00145d05e2aa?wid=800&hei=800&qlt=80&fmt=pjpeg,"Mielle Rosemary Mint Strengthening Conditioner 12 Fl Oz - Our Rosemary Mint Strengthening Conditioner provides the perfect balance of strength and moisture to improve the overall condition of the hair and scalp. Instantly softens and detangles for increased manageability. Supports longer, healthier hair. How To Use: After shampooing with Rosemary Mint Shampoo, apply Rosemary Mint Strengthening Conditioner to damp hair. Gently detangle with wide tooth comb from ends to root for even distribution. Leave on hair for 5 - 10 minutes. Rinse thoroughly. Follow with Rosemary Mint Strengthening Leave-In Conditioner.","Paraben-Free, Dye-Free","From the #1 Selling Scalp & Hair Strengthening Oil, Provides the Perfect Balance of Strength and Moisture, Infused with Biotin and Delivers Amazing Shine, Instantly Softens and Detangles, Supports Longer, Healthier Hair, NO NO’s: Parabens, Sulfates, Paraffins, Mineral Oil, DEA, Animal Testing, 12 oz | Formulated For All Hair Types"
T268,https://target.scene7.com/is/image/Target/GUEST_fd34f5ab-7d73-4390-b938-8b47471eecdd?wid=800&hei=800&qlt=80&fmt=pjpeg,"HARD WORKING, LONG LASTING Your haircare should work as hard as you do. Pantene PRO-V Volume & Body Conditioner visibly transforms flat hair into lively full and soft hair without weigh down. This volumizing conditioner contains 2x more nutrients, so you get fullness with every wash that lasts 72+ hours. This formula is safe for colored hair and crafted with protective anti-oxidants and pH balancers to leave you with volume and healthy strands. With Pantene Pro-V Volume & Body, say goodbye to flat strands and unleash soft, fuller hair that looks and feels beautiful for longer. 2X MORE NUTRIENTS, LASTS FOR 72+ HOURS This conditioner for thin hair is designed to be used with our complete Volume & Body Collection to infuse your hair with body and 2x more nutrients. These powerful hair volume products work together to permeate every strand, creating body and fullness that last 72+ hours without washing. These formulas are crafted with protective antioxidants, Pro-Vitamin B5, and pH balancers, and made without parabens or colorants. TO USE After cleansing, massage conditioner into your hair, making sure to pay special attention to your ends. Rinse thoroughly. This color-safe formula is gentle enough for everyday use on chemically-treated hair or color-treated hair, and results last for 72+ hours without washing.","Paraben-Free, Dye-Free","HARD WORKING: Fuels hair with a potent blend of Pro-V nutrients and antioxidants so hair is soft and primed for optimal fullness, LONG LASTING: Gently conditions with a vitamin-rich formula with 2x more nutrients, with results that last 72+ hours, FULLNESS WITH EVERY WASH: Revitalize hair with fullness and movement, ROOT TO TIP NOURISHMENT: These powerful Volume & Body formulas work together to permeate every strand with lightweight nourishment for softer, fuller hair"
T269,https://target.scene7.com/is/image/Target/GUEST_117a5d68-781a-4a1e-b9d2-5e8ebb33c2e6?wid=800&hei=800&qlt=80&fmt=pjpeg,"A silicone-free, gentle conditioner for a good hair day every day! This refreshing, citrus vanilla-scented, tear-free formula is made with chamomile extract, aloe and other naturally derived ingredients that leave hair soft and silky! It's gentle enough for lil' ones but great for the whole fam!

Made With:
Orange, Vanilla, and Coconut Extracts

Made Without:
Silicones
Parabens
Dyes
Synthetic Fragrances
Formaldehyde Donors
Phthalates

How To Use:
Got a mane to tame? Massage gentle, tear-free formula into hair to moisturize, detangle knots and leave strands feeling soft and silky. Rinse well.

Caring Caution:
For external use only. Avoid contact with eyes. If contact occurs, flush thoroughly with water. If any adverse reaction develops, stop use and contact your physician. As this product contains naturally derived ingredients, changes in color may occur.

Please Recycle!
Discard pump. Always check with your local municipality for recyclability acceptance.

Ingredients:
Water (Aqua/Eau), Cetearyl Alcohol, Glycerin, Behentrimonium Chloride, Ethylhexyl Palmitate, Aloe Barbadensis Leaf Juice, Argania Spinosa Kernel Oil, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Cocos Nucifera (Coconut) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Camellia Sinensis Leaf Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Tangerina (Tangerine) Peel Extract, Vanilla Planifolia Fruit Extract, Sodium Chloride, Caprylyl Glycol, Cetyl Esters, Hydroxyethylcellulose, Panthenol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Caprylhydroxamic Acid, Triethyl Citrate, Citric Acid, Sodium Hydroxide, Isopropyl Alcohol, Limonene","Dye-Free, Phthalate-Free, Paraben-Free, Silicone-Free, Artificial Fragrance-Free, Formaldehyde Donor-Free","Packaging may vary., Gentle for baby, Tames frizz + softens hair, Dermatologist-tested, Hypoallergenic, No synthetic fragrances, Tear-free, Not tested on animals, No animal byproducts"
T270,https://target.scene7.com/is/image/Target/GUEST_f25b9007-90e6-45a8-abad-a491208cbbbb?wid=800&hei=800&qlt=80&fmt=pjpeg,"A silicone-free, gentle conditioner for a good hair day every day! This calming lavender-scented, tear-free formula is made with chamomile extract, aloe and other naturally derived ingredients that leave hair soft and silky! It's gentle enough for lil' ones but great for the whole fam!

Made With:
Lavender Essential Oils
Chamomile Extract

Made Without:
Silicones
Parabens
Dyes
Synthetic Fragrances
Formaldehyde Donors
Phthalates

How To Use:
Got a mane to tame? Massage gentle, tear-free formula into hair to moisturize, detangle knots and leave strands feeling soft and silky. Rinse well.

Caring Caution:
For external use only. Avoid contact with eyes. If contact occurs, flush thoroughly with water. If any adverse reaction develops, stop use and contact your physician. As this product contains naturally derived ingredients, changes in color may occur.

Please Recycle!
Discard pump. Always check with your local municipality for recyclability acceptance.

Ingredients:
Water (Aqua/Eau), Cetearyl Alcohol, Glycerin, Behentrimonium Chloride, Ethylhexyl Palmitate, Aloe Barbadensis Leaf Juice, Argania Spinosa Kernel Oil, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Camellia Sinensis Leaf Extract, Lavandula Hybrida Oil, Lavandula Angustifolia (Lavender) Oil, Sodium Chloride, Caprylyl Glycol, Cetyl Esters, Hydroxyethylcellulose, Panthenol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Caprylhydroxamic Acid, Triethyl Citrate, Gamma-Nonalactone, Vanillin, Maltol, Citric Acid, Sodium Hydroxide, Isopropyl Alcohol, Linalool","Dye-Free, Phthalate-Free, Paraben-Free, Silicone-Free, Artificial Fragrance-Free, Formaldehyde Donor-Free","Packaging may vary., Gentle for baby, Perfect for bedtime, Dermatologist-tested, Hypoallergenic, No synthetic fragrances, Tear-free, Not tested on animals, No animal byproducts"
T271,https://target.scene7.com/is/image/Target/GUEST_38d47302-b930-4501-8fb2-047c1cad84eb?wid=800&hei=800&qlt=80&fmt=pjpeg,"Reveal your hair to be smooth, shiny and strong with Head & Shoulders Supreme Nourish & Smooth Conditioner, brought to you by America's #1 dermatologist recommended brand. Our advanced technology cares for your dry, itchy scalp* while providing frizz-taming moisture and repairing damaged hair. Discover the trifecta of amazing hair care, scalp care and a sulfate free formula in Head and Shoulders Supreme Nourish & Smooth Conditioner, made with jojoba oil and naturally derived argan oil. Free from sulfates, parabens, dyes, phosphates, phthalates, silicones and sulfated surfactants, this pH balanced hair conditioner is designed for everyday use as part of your hair care routine, so you can get comfortable in all of your skin, including your scalp.*itch associated with dandruff, with regular use","Contains Argan Oil, Paraben-Free, Contains Jojoba Oil, Ethyl Alcohol-Free, Sulfate-Free, Dye-Free, Phthalate-Free","SULFATE FREE: Free from parabens, dyes, phosphates, phthalates, silicones and sulfated surfactants, NOURISHES HAIR AND SCALP: Nourishes scalp while calming frizz to reveal smooth, shiny hair, DEEP MOISTURIZATION: Advanced technology deeply moisturizes scalp & hair from root to tip* (*with regular use) to help reveal your best hair, CLINICALLY PROVEN: Clinically proven to protect against flakes, itch, oil and dryness with regular use (flakes and itch associated with dandruff; washes away oil and flakes), JOJOBA OIL: Infused with jojoba oil and naturally derived argan oil, Fights the signs of scalp aging* (*by moisturizing)"
T272,https://target.scene7.com/is/image/Target/GUEST_44770a89-9153-4f07-8328-71129b9f001b?wid=800&hei=800&qlt=80&fmt=pjpeg,"L’Oreal Paris EverCreme Deep Nourish sulfate free conditioner moisturizes and nourishes dry hair for silky-soft texture and healthy shine while being lightweight. EverPure deep conditioner for dry damaged hair includes hydrating apricot oil deeply conditions and smooths, leaving hair looking healthier after the first use. The hair conditioner for damaged dry hair formula is especially gentle on color treated hair. There are no harsh sulfates, salts or surfactants that can strip, dull and damage hair. Experience a purely sensorial lush, luxurious lather and a fresh aromatic fragrance that blooms.

After using EverPure Deep Nourish shampoo, apply to wet hair and massage gently. Leave on for 1-2 minutes. Rinse.","Formaldehyde-Free, Gluten-Free, Dye-Free, Vegan, Paraben-Free, Phthalate-Free, Aluminum-Free, Animal By-Product-Free, Silicone-Free, Sulfate-Free","Nourishing Deep Conditioner For Dry Hair: EverCreme Deep Nourish Conditioner replenishes dry, brittle hair with vital nourishment and deep moisture for silky-soft texture and healthy shine without weigh down; Hair looks healthier after the 1st use, Nourish Dry Hair: Formulated with nourishing Apricot Oil, this conditioner for dry hair will gently cleanse and nourish; This formula is sulfate-free, salt-free, and surfactant-free, so it won't strip hair or dull its color; It is especially gentle on color-treated hair, The EverCreme Deep Nourish System: For best results, use EverCreme shampoo and conditioner in tandem, for a nourishing hair care system that deeply hydrates and softens hair, Because You're Worth It: Formulated without sulfates, parabens, DMDM hydantoin, added phthalates, dye, and gluten ingredients; Always vegan, color caring, and powered by science; Our purest respect for your hair, L'Oreal Paris Beauty: A leading total beauty care company based in Paris, we offer innovative products and unique expertise from beauty experts in makeup, skin care, hair care, styling and hair color"
T273,https://target.scene7.com/is/image/Target/GUEST_c228aed6-58bb-46c8-b2e6-d70ba6313202?wid=800&hei=800&qlt=80&fmt=pjpeg,"Need a hair refresh? Remove up to 100% of residue with our lightweight Fructis Pure Clean formula that moisturizes the hair for beautiful softer strands at every wash. Our system cleanses and hydrates for clean, healthy hair with no weigh down. Our technology is infused with Aloe Extract plus Vitamins B3 & B6, and formulated without silicones, parabens, phthalates, or DMDM Hydantoin. All Garnier products, globally, are officially approved by Cruelty Free International under the Leaping Bunny Program.

After using Pure Clean shampoo, apply conditioner to hair from root to tip. Rinse. Add the detangler to your routine to control frizz and untie knots. Up to 96hr of nonstop freshness for hair and scalp.","Vegan, Phthalate-Free, Contains Vitamin B, Silicone-Free, Dye-Free, Contains Aloe, Animal By-Product-Free, Paraben-Free, Aluminum-Free","For that Deep, Refreshing Clean: Garnier Fructis Pure Clean Conditioner is formulated for all hair types with Aloe Extract, Vitamin E, B3, and B6 to cleanse your hair without the weighdown; Our formula provides deep nourishment and the everyday, all day clean feel. Hair looks smooth and healthy and stays manageable no matter how you style. Up to 96hr of nonstop freshness for hair and scalp, No Nasties Here: Garnier Fructis conditioner formulas are paraben free, and silicone free. Our vegan formulas are made with no animal derived ingredients; Gentle enough for everyday use to clean and fortify hair; bottle without pump or cap is made of 100 percent recycled plastic, Over 100 Years of Pioneering in Hair Care: Since 1904 Garnier has blended naturally inspired and derived ingredients into breakthrough formulas; Nourish your hair with hair color and care from Garnier, Inspired By Nature: Garnier carries an array of products for your hair and skin care needs, from shampoos, color care and styling products to formulas that cleanse, moisturize and repair skin, Committed to making Garnier a greener beauty brand: As a leading global beauty brand, we aspire to create a positive impact by paving the way towards more sustainable beauty. Approved by Cruelty Free International under the Leaping Bunny Program"
T274,https://target.scene7.com/is/image/Target/GUEST_9d45f951-207b-4e6c-b5dc-a994ddfd7651?wid=800&hei=800&qlt=80&fmt=pjpeg,"Use this anti-brass and lightening conditioner for blonde color-treated hair daily with John Frieda Go Blonder Lightening Shampoo for optimal lightening and to leave blonde hair feeling as good as it looks. John Frieda Go Blonder Lightening Conditioner restores moisture to blonde hair while gradually brightening to a sun kissed glow. This expertly formulated conditioner for blonde hair is an ultimate blonde tone enhancer that gently lightens and boosts shine. Restore moisture to color-treated, highlighted or dry hair, and gradually lighten for bright, natural-looking blonde. Infused with a citrus botanical blend that nourishes and restores softness, this hair conditioner helps promote healthy hair. Using a color-treated conditioner for blonde highlights is essential for maintaining color and preventing color fading. Conditioners that are not formulated for color-treated hair can dull the delicate dyes in color-treated hair, which is why it's important to use conditioners specifically made for color-treated hair when you have blonde highlights. John Frieda Go Blonder Shampoo enhances your blonde for bright, natural-looking blonde. This expertly formulated shampoo for blonde hair enhances and gently lightens, boosting shine while cleansing. Infused with a citrus botanical blend, this formula nourishes and moisturizes to promote soft, smooth, healthy hair. Safe for use on natural, color treated blonde, highlights and lowlights. Not recommended for white, platinum, or cooler blonde tones. Use the John Frieda Go Blonder Shampoo and Conditioner and Go Blonder Lightening Spray to lighten and tone for optimal, natural-looking lightening. Paraben Free, Phthalate Free, Ammonia Free, Cruelty Free, Vegan Friendly blonde conditioner.","Paraben-Free, Vegan","BRIGHTEN WITHOUT DRYING - Helps maintain moisture and natural subtle tones and beautiful highlights, FROM THE BLONDE EXPERTS - This salon quality conditioner is paraben free, phthalate free, and ammonia free., SAFE FOR COLOR-TREATED HAIR - John Frieda Go Blonder Shampoo and Conditioner are an ultimate blonde tone enhancer for natural hair, highlights and low lights., CRUELTY FREE & VEGAN FRIENDLY - This conditioner for blonde color-treated hair you can feel good about., MADE WITH 50% RECYCLED MATERIAL - As part of John Frieda brand’s commitment to making products that are ethically and sustainably responsible."
T275,https://target.scene7.com/is/image/Target/GUEST_2c76a298-72b8-4c59-b31b-d262759613cd?wid=800&hei=800&qlt=80&fmt=pjpeg,"Looking for conditioner for your hair that's deeply nourishing yet surprisingly lightweight? Herbal Essences Argan Oil Repair Conditioner is formulated to repair damage for silky soft hair. It contains:  Argan oil  Pure aloe vera  Lightweight camellia oil  NO parabens, dyes, or phthalates  96% natural origin ingredients* Meet camellia oil. Unlike other commonly used ingredients that can make hair feel heavy, camellia oil is amazingly lightweight. It mimics the natural oils found in healthy hair-the oils that our hair tends to lose when washed. That makes camellia oil one of nature's most effective yet lightweight nourishers. You'll feel the difference as it instantly soaks in, leaving you with weightlessly soft hair. With the scents of sensual spice, a touch of citrus, and elegant florals, Herbal Essences Argan Oil Repair Conditioner is made for all hair types, especially damaged hair. The plant ingredients inside are certified by the world's leading experts at Royal Botanic Gardens, Kew. And of course, it's Certified PETA Cruelty-Free. How to Use:  1. Apply generously to wet hair, working through every strand. For longer or thinker hair, leave in 1 - 3 minutes before rinsing2. Rinse thoroughly3. For best results, use with the matching Herbal Essences Argan Oil Repair Shampoo Our NEW plant-inspired bottles are:  Made with 25% less plastic (13.5 oz/400 mL bottles vs. Herbal Essences Smooth Rose Hips 13.5 oz/400 mL, g/mL) The raised dots and lines at the front of the bottles are designed to help consumers with low vision differentiate our shampoos from conditioners. *Natural source ingredients with limited processing and purified water. After processing, natural source ingredients maintain ≥50% of their natural origin material.","Aluminum-Free, Paraben-Free, Contains Argan Oil, Contains Aloe, Dye-Free","DEEP HAIR NOURISHMENT: Get full, weightlessly soft hair with conditioner containing naturally derived camellia oil, REAL BOTANICALS: Certified by the Royal Botanic Gardens, Kew - a world-leading expert celebrating 260 years of plant science, DAILY MOISTURE: Conditioner made with argan oil helps repair damage for silky soft hair, FREE OF PARABENS, DYES, AND PHTHALATES: Plus, Certified PETA Cruelty-Free, REAL, PURE INGREDIENTS: Our plants are certified by the Royal Botanic Gardens, Kew, 96% NATURAL ORIGIN INGREDIENTS*: *Natural source ingredients with limited processing and purified water; after processing, natural source ingredients maintain ≥50% of their natural origin material"
