U86,"Water/Aqua/Eau, Cocamidopropyl Betaine, Sodium Methyl 2-Sulfolaurate, Disodium 2-Sulfolaurate, Sodium Methyl Cocoyl Taurate, Lauramide MEA, Acrylates/Vinyl Neodecanoate Crosspolymer, Glycereth-26, Caviar Extract, Alaria Esculenta Extract, Helianthus Annuus (Sunflower) Seed Oil, Macrocystis Pyrifera (Kelp) Extract, Linum Usitatissimum (Linseed) Seed Oil, Butyrospermum Parkii (Shea) Butter, Keratin, Hydrolyzed Keratin, Biotin, Phospholipids, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/Iron Ferment, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Superoxide Dismutase, Ascorbic Acid, Polysilicone-15, Tocopherol, Glycerin, Panthenol, Sodium Lauroyl Sarcosinate, VP/DMAPA Acrylates Copolymer, Cetrimonium Chloride, PEG-150 Distearate, Disodium EDTA, Citric Acid, Butylene Glycol, Tetrasodium EDTA, Phenoxyethanol, Potassium Sorbate, Hydroxypropyl Cyclodextrin, Silicone Quaternium-8, Silicone Quaternium-16, Benzalkonium Chloride, Undeceth-11, Butyloctanol, Undeceth-5, Iodopropynyl Butylcarbamate, Methylchloroisothiazolinone, Methylisothiazolinone, Fragrance (Parfum)."
U87,"Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Glycerin, Sodium Chloride, Polysorbate 20, Aloe Barbadensis Leaf Extract, Butyrospermum Parkii (Shea) Butter, Caryodendron Orinocense Seed Oil, Cocos Nucifera (Coconut) Fruit Extract, Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis Leaf Extract, Panthenol, Caprylyl Glycol, Ethylhexylglycerin, Citric Acid, Cocamidopropyl Dimethylamine, PEG-60 Hydrogenated Castor Oil, PEG-120 Methyl Glucose Dioleate, Guar Hydroxypropyltrimonium Chloride, Disodium EDTA, Decyl Glucoside, Polyquaternium-10, C12-18 Acid Triglyceride, Sodium Glycolate, Potassium Sorbate, Sodium Sulfite, Phenoxyethanol, Sodium Benzoate, Phenethyl Alcohol, Fragrance/Parfum"
U88,"Aqua (Water, Eau), Disodium Cocoamphodiacetate, Sodium Laureth Sulfate, Urea, Magnesium Sulfate, Sodium Chloride, Sodium Thiosulfate, Glycine, Leucine, Tyrosine, Cysteine, Symphytum Officinale Leaf Extract, Plantago Major Leaf Extract, Hydrolyzed Wheat Protein, Sulfated Castor Oil, Bisamino PEG/PPG-41/3 Aminoethyl PG-Propyl Dimethicone, Disodium EDTA, Disodium EDTA-Copper, Magnesium Carbonate, PEG-12 Dimethicone, Tetrasodium EDTA, Trisodium HEDTA, Sodium Glycolate, Sodium Hydroxide, Phenoxyethanol, Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Parfum (Fragrance), Limonene."
U89,"Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Vegetable Glycerin, Hydrogenated Castor Oil, Guar Hydroxypropyltrimonium Chloride, Natural Fragrance*, Chromium Oxide Green. *Made with essential oils."
U90,"Water\Aqua\Eau, Sodium Laureth Sulfate, Coco-Betaine, Sodium Chloride, Glyceryl Stearate Se, Persea Gratissima (Avocado) Oil, Urtica Dioica (Nettle) Leaf Extract, Ammonium Lauryl Sulfate, PPG-2 Hydroxyethyl Cocamide, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-7, Polyquaternium-11, Glycerin, PEG-150 Distearate, Magnesium Nitrate, Sodium Hydroxide, Magnesium Chloride, Sodium Salicylate, Citric Acid, Fragrance (Parfum), Linalool, Hexyl Cinnamal, Tetrasodium EDTA, Edta, Sodium Bisulfite, Sodium Benzoate, Methylchloroisothiazolinone, Methylisothiazolinone, Chlorphenesin, Phenoxyethanol, Yellow 5 (CI 19140), Yellow 6 (CI 15985)"
Product ID,Ingredients
U92,"Isobutane, Propane, Alcohol Denat., Aluminum Starch Octenylsuccinate, Butane, Argania Spinosa Kernel Oil, Water (Aqua/Eau), Fragrance (Parfum), Glycine Soja (Soybean) Protein, Isopropyl Myristate, Hydrolyzed Keratin, Hydrolyzed Wheat Protein, Hydrolyzed Pearl, Silica, Benzophenone-4, Tocopheryl Acetate, Cyclopentasiloxane, Glycerin, Xanthan Gum."
U93,"Aqua / Water / Eau, Sodium Laureth Sulfate, Coco-Betaine, Sodium Chloride, Glycol Distearate, Dimethicone, Parfum / Fragrance, Sodium Benzoate, Hexylene Glycol, Cocamide Mipa, Salicylic Acid, Carbomer, Guar Hydroxypropyltrimonium Chloride, Limonene, Hexyl Cinnamal, Coumarin, Linalool, Butylphenyl Methylpropional, Benzyl Alcohol, Benzophenone-4, Hydroxycitronellal, Amyl Cinnamal, Methyl Cocoate, Orchis Mascula Extract, Sodium Cocoate, Sodium Hydroxide, Citric Acid."
U94,"Water (Aqua), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Hydrolyzed Elastin, Hydrolyzed Keratin, Hydrolyzed Wheat Protein, Cocos Nucifera (Coconut) Oil, Ascorbic Acid, Tocopheryl Acetate, Panthenol, Sodium Sulfate, Sea Salt, Fragrance (Parfum), Gluconolactone, Trehalose, Polyquaternium-10, Citric Acid, Tetrasodium Edta, Dmdm Hydantoin, Ppg-9, Sodium Benzoate, Methylchloroisothiazolinone, Methylisothiazolinone."
U95,"Aqua/Water/Eau, Sodium Laureth Sulfate, Sodium Chloride, Glycerin, Coco-Betaine, Parfum/Fragrance, Sodium Benzoate, Hexylene Glycol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Salicylic Acid, Linalool, Limonene, Hexyl Cinnamal, Hydrolyzed Malt Extract, Amyl Cinnamal, Hydrolyzed Soy Protein, Butylene Glycol, Pentylene Glycol, Sodium Hydroxide, Citric Acid."
U96,
U97,"Water, Ammonium Laureth Sulfate, Sodium Laureth Sulfate, Cocomidopropyl Betaine, Lauryl Glucoside, Butylene Glycol, Cocamide MEA, Polysorbate 20, Sodium Lauroamphoacetate, Panthenol, Saccharum Officinarum (Sugar Cane) Extract, Citrus Medica Limonum (Lemon) Peel Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Camellia Oleifera Leaf Extract, Cetrimonium Chloride, Polyquaternium-59, Polyquaternium-10, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Disodium EDTA, Methychloroisothiazolinone, Methylisothiazolinone."
U98,"Water (Aqua), Sodium Cocoyl Isethionate, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Glycerin, Apple Cider Vinegar, Cocamide Mipa, Panax Ginseng Root Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Aloe Barbadensis Leaf Juice, Zingiber Officinale (Ginger) Root Water, Trisodium Ethylenediamine Disuccinate, PEG-7 Glyceryl Cocoate, Sodium Benzoate, Potassium Sorbate, Polyquaternium-10, Peg-150 Distearate, Polyquaternium-7, Acetic Acid, Panthenol, Maltodextrin, PEG-150 Distearate, Polyquaternium-7, Acetic Acid, Panthenol, Maltodextrin, Phenoxyethanol, Fragrance (Parfum)."
U99,"Zea Mays (Corn) Starch, Montmorillonite, Diatomaceous Earth, Avena Sativa (Oat) Kernel Flour, Tapioca Starch, Lauroyl Lysine, Silica, Polysilicone-22, Fragrance/Parfum."
U100,"Water / Aqua / Eau, Sodium Cocoyl Isethionate, Sodium Lauroyl Methyl Isethionate, Lauryl Glucoside, Heptyl Glucoside, Disteareth-75 IPDI, Coconut Acid, Punica Granatum Seed Oil Polyglyceryl-4 Esters, Glyceryl Oleate, Pyrus Malus (Apple) Fruit Extract, Vinegar/Acetum/Vinaigre, Sorbitan Oleate, Sodium Isethionate, Glycerin, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Zingiber Officinale (Ginger) Root Extract, Caprylyl/Capryl Glucoside, Magnolia Officinalis Bark Extract, Panthenol, Xylitol, Epilobium Angustifolium Flower/Leaf/Stem Extract, Phaeodactylum Tricornutum Extract, Piper Nigrum (Pepper) Seed Extract, Leptospermum Scoparium Branch/Leaf Oil, Salvia Hispanica Seed Extract, Caesalpinia Spinosa Fruit Extract, Lavandula Angustifolia (Lavender) Flower Extract, Pelvetia Canaliculata Extract, Leontopodium Alpinum Extract, Hydrolyzed Vegetable Protein, Oryza Sativa (Rice) Seed Protein, Oryza Sativa (Rice) Bran Extract, Oryza Sativa (Rice) Extract, Helianthus Annuus (Sunflower) Sprout Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salicylic Acid, Galactaric Acid, Trehalose, Arginine PCA, Maltodextrin, Hydroxypropyl Methylcellulose Stearoxy Ether, Ethyl Oleate, Polyquaternium-37, Tocopherol, Ethyl Linoleate, Gluconolactone, Calcium Gluconate, Octyldodecanol, Sodium Phosphate, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Benzyl Alcohol, Alcohol, Phenoxyethanol, Caprylyl Glycol, Caprylic Acid, Fragrance / Parfum, Phytic Acid, Sodium Phytate, Trisodium Ethylenediamine Disuccinate, Sodium Metabisulfite, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, TBHQ, Limonene, Geraniol, Linalool, Citronellol, Citral, Eugenol, Hexyl Cinnamal, Amyl Cinnamal, Citric Acid, Potassium Hydroxide"
U101,"Water/Aqua/Eau, Cocamidopropyl Betaine*, Sodium Lauroyl Methyl Isethionate*, Glycerin*, Sodium C14-16 Olefin Sulfonate, Lauramidopropyl Betaine*, Mangifera Indica (Mango) Fruit Extract*, Prunus Cerasus (Bitter Cherry) Fruit Extract*, Papain*, Aloe Barbadensis Leaf Juice*, Daucus Carota Sativa (Carrot) Root Extract*, Daucus Carota Sativa (Carrot) Seed Oil*, Caprylyl/Capryl Glucoside*, Citric Acid*, Lycium Barbarum Fruit Extract*, Mangifera Indica (Mango) Juice*, Trisodium Ethylenediamine Disuccinate, Sodium Benzotriazolyl Butylphenol Sulfonate, Guar Hydroxypropyltrimonium Chloride*, Helianthus Annuus (Sunflower) Seed Oil/Helianthus Annuus Seed Oil*, Panthenol, Litchi Chinensis Pericarp Extract*, Sodium Benzoate, Punica Granatum Bark Extract*, Sodium Cocoyl Glutamate*, Tetrasodium Glutamate Diacetate, Averrhoa Carambola Fruit Extract*, Glyceryl Caprylate*, Polyglyceryl-6 Oleate*, Sodium Surfactin*, Ascorbyl Palmitate, Potassium Sorbate, Sodium Hydroxide, Fragrance (Parfum), Dehydroacetic Acid, Benzyl Alcohol, Beta-Carotene CI 40800*."
U102,"Water, Sodium Lauroyl Methyl Isethionate, Cocamidopropylamine Oxide, Glycerin, Acrylates Copolymer, Glycol Distearate, Trisodium Ethylenediamine Disuccinate, C13-15 Alkane, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-7, Bisabolol, Citric Acid, Disodium Edta, Phenoxyethanol, Ethylhexylglycerin, Aminomethyl Propanol, Fragrance, Sodium Hydroxide, Tocopherol, Sodium Benzoate."
U103,"Aqua (Deionized Water), Sodium Coceth Sulfate, Glycerin, Sodium Chloride, Lauramide Dipa, Borago Officinalis Seed Oil, Panthenol, Tocopheryl Acetate, Linum Usitatissimum Seed Oil, Parfum, Polyquaternium ‐7, Cocamidopropyl Betaine, Stearamidopropyl Dimethylamine, Dmdm Hydantoin, Citric Acid, Magnesium Nitrate, Magnesium Chloride, Acetic Acid, Methylchloroisothiazolinone, Methylisothiazolinone, Ext. Violet-2."
U104,"Water (Aqua, Eau), Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Sodium Cocoyl Isethionate, Cocamidopropyl Hydroxysultaine, Disteareth-75 IPDI, Fragrance (Parfum), Caprylyl Glycol, Quaternium-95, Sodium Lauroyl Sarcosinate, PEG-7 Glyceryl Cocoate, Linoleamidopropyl PG-Dimonium Chloride Phosphate, Methoxy PEG/PPG-7/3 Aminopropyl Dimethicone, Caprylic/Capric Triglyceride, Propanediol, Propylene Glycol, Glyceryl Undecylenate, Glyceryl Laurate, Tetrasodium Glutamate Diacetate, Polyquaternium-7, Citric Acid, Lauric Acid, Sodium Benzoate, Panthenol, Glycerin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Hydrolyzed Ceratonia Siliqua Seed Extract, Keratin, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Zea Mays (Corn) Starch, Arginine, Acetyl Tyrosine, Pentylene Glycol, PEG-12 Dimethicone, Calcium Pantothenate, Zinc Gluconate, Hydrolyzed Keratin, Niacinamide, Ornithine HCL, Potassium Sorbate, Curcuma Longa (Turmeric) Root Oil, Bisabolol, Apium Graveolens (Celery) Seed Extract, Allantoin, Tocopheryl Acetate, Polyquaternium-11, Citrulline, Biotin, Hydrolyzed Soy Protein, Glucosamine HCL, Disodium Succinate, Guar Hydroxypropyltrimonium Chloride, Arctium Majus Root Extract, Panax Ginseng Root Extract, Coumarin, Limonene, Hexyl Cinnamal, Hydroxycitronellal, Linalool"
U105,"Water (Aqua, Eau), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Polyquaternium-7, Disodium Cocoamphodipropionate, Cocamide Mea, Glycol Stearate, Disodium Lauryl Sulfosuccinate, Fragrance, Honey, Peg-150 Distearate, Panthenol, Hydrolyzed Wheat Protein, Punica Granatum (Pomegranate) Seed Oil, Euterpe Oleracea Fruit Extract, Glycerin, Silk Protein, Organic Orbignya Oleifera (Babassu) Oil, Organic Mauritia Flexuosa (Buriti) Fruit Oil, Organic Copaiferi Officinalis (Balsam Copaiba), Organic Astrocaryum Murumuru Seed Butter, Sodium Chloride, Citric Acid, Phenoxyethanol, Benzoic Acid, Ethylhexylglycerin, Glycereth-2 Cocoate."
U106,"Water (Aqua,Eau), Sodium Lauryl Sulfoacetate, Disodium Laureth Sulfosuccinate, Sodium Lauroyl Sarcosinate, Cocamidopropyl Hydroxysultaine, PEG-7 Glyceryl Cocoate, Caprylyl Glycol, PEG-150 Distearate, Sodium Lauroyl Lactylate , Fragrance (Parfum), Sodium Benzoate, Tetrasodium Glutamate Diacetate, Methoxy PEG/PPG-7/3 Aminopropyl Dimethicone, Glyceryl Undecylenate, Glyceryl Laurate, Lauric Acid, Polyquaternium-7, Potassium Sorbate, Menthol, Panthenol, Rice Oil Glycereth-8 Esters, Decyl Glucoside, Serenoa Serrulata Fruit Extract, Quaternium-95, Glycerin, Propanediol, Hydrolyzed Lupine Protein, Cystine Bis-PG-Propyl Silanetriol, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Citric Acid, Biotin, Hydrolyzed Ceratonia Siliqua Seed Extract, Keratin, Zea Mays (Corn) Starch, Arginine , Acetyl Tyrosine, Pentylene Glycol, PEG-12 Dimethicone,Calcium Pantothenate, Zinc Gluconate, Hydrolyzed Keratin, Ornithine HCL, Niacinamide, Polyquaternium-11, Citrulline, Hydrolyzed Soy Protein, Glucosamine HCL, Ethylhexylglycerin, Pentaerythrityl Tetra-dit- butyl Hydroxyhydrocinnamate, Disodium Succinate, Guar Hydroxypropyltrimonium Chloride, Arctium Majus Root Extract, Panax Ginseng Root Extract, Coumarin, Limonene"
U107,"Aqua (Deionized Water), C14-C16 Alpha Olefin Sulfonate, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Glyceryl Stearate, Menthyl Lactate, Disodium Laureth Sulfosuccinate, Argania Spinosa (Argan) Oil, DL-Panthenol, Niacin, Humulus Lupulus (Hops) Extract, Bambusa Vulgaris (Bamboo) Extract, Biotin, Caffeine, Salvia Officinalis (Sage) Extract, Arctium Lappa (Burdock) Root Extract, Limnanthes Alba (Meadowfoam) Oil, Oleic Acid, Parfum (Fragrance), Phenoxyethanol, Ethylhexylglycerin, Citric Acid, D&C Violet 2."
U108,"Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Dimethyl Lauramide/Myristamide, Fragrance (All Natural), Amaranthus Caudatus Seed Extract, Hydrolyzed Rice Protein, Glycerin, Propanediol, Cetrimonium Chloride, Glycol Distearate, Polyquaternium-10, Coco-Glucoside, Sodium Methyl 2-Sulfolaurate, Disodium 2-Sulfolaurate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Citric Acid, Sodium Chloride, Sodium Benzoate, Potassium Sorbate, Ext. Violet 2"
U109,"Aqua/Water/Eau, Sodium Laureth Sulfate, Cocamide Mea, Cocamidopropyl Betaine, Phenoxyethanol, Glycol Stearate, Polyquaternium-10, Glycerin, Sodium Benzoate, Fragrance/Parfum, Citric Acid, Sodium Gluconate, Butyrospermum Parkii (Shea) Butter, Ethylhexyl Olivate, Ethanolamine, Coconut Acid, Sodium Chloride, Lavandula Angustifolia (Lavender) Extract, Cocamidopropyl Dimethylamine, Tocopheryl Acetate, Sodium Glycolate, Squalane, Sodium Hydroxide, Avena Sativa (Oat) Peptide, Benzoic Acid, Propylene Glycol, Hexyl Cinnamal, Benzyl Salicylate, Linalool, Ci 60730 (Ext. Violet 2), Ci 17200 (Red 33)"
U110,"Aqua/Water/Eau, Sodium Lauroyl Methyl Isethionate, Glycerin, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Decyl Glucoside, Sodium Chloride, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Pseudozyma Epicola/Argania Spinosa Kernel Oil/Camellia Japonica Seed Oil/Camellia Sinensis Seed Oil/Sunflower Seed Oil/Sweet Almond Oil Ferment Extract Filtrate, Coconut Oil Polyglyceryl-6 Esters, Persea Gratissima (Avocado) Oil/Persea Gratissima Oil, Ficus Carica (Fig) Fruit/Leaf Extract/Ficus Carica Fruit/Leaf Extract, Ananas Sativus (Pineapple) Fruit Extract/Ananas Sativus Fruit Extract, Panthenol, Coconut Acid, Helianthus Annuus (Sunflower) Seed Oil/Helianthus Annuus Seed Oil, Sodium Cocoyl Isethionate, Coco-Glucoside, Sodium Lauroyl Lactylate, Glycol Distearate, Disodium Cocoamphodiacetate, Coco-Betaine, Carbomer, Phenethyl Benzoate, Lauroyl/Myristoyl Methyl Glucamide, Polyquaternium-10, Sodium Methyltaurate, Trisodium Ethylenediamine Disuccinate, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Propylene Glycol, Tocopherol, Ethylhexylglycerin, Tetrasodium Glutamate Diacetate, Lactic Acid, Phenoxyethanol, Sodium Benzoate, Polyquaternium-7, Ceteareth-60 Myristyl Glycol, Dicocoylethyl Hydroxyethylmonium Methosulfate, PEG-120 Methyl Glucose Dioleate, Sodium Hydroxide, Benzyl Alcohol, Parfum/Fragrance."
U111,"Butane, Hydrofluorocarbon 152a, Oryza Sativa (Rice) Starch, Alcohol Denat., Fragrance, Cocoyl Hydrolyzed Keratin, Distearyldimonium Chloride, Cetrimonium Chloride."
U112,
U113,"Water/Aqua/Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Cocamide MEA, Glycol Distearate, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Fragrance/Parfum, Ext. Violet 2/CI 60730, Disodium EDTA, Hydrolyzed Rice Protein, Citric Acid"
U114,"Water (Aqua/Eau), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Cocamidopropyl Betaine, Cocamide Mipa, Caffeine, Hydrolyzed Rice Protein, Panthenol, Fragrance (Parfum), Phenoxyethanol, Guar Hydroxypropyltrimonium Chloride, Glycol Distearate, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Polyquaternium-7, Ethylhexylglycerin, Citric Acid, Sodium Lauroyl Sarcosinate, Synthetic Fluorphlogopite, Sodium Gluconate, Calcium Sodium Borosilicate, Silica, Titanium Dioxide, Iron Oxide (Ci 77491), Benzyl Salicylate, Linalool, Coumarin."
U115,"Water (Eau), Sodium Olefin Sulfonate, Cocamidopropyl Betaine, Glycerin (Vegetable/Végétale), Sodium Gluconate, Butyrospermum Parkii (Shea) Butter*9 Emblica Officinalis (Amla) Fruit, Helianthus Annuijs (Sunflower) Seed Oil, 'Serine, Arginine, Histidine I-Iq, Glutamic Acid, Citric Acid, Polyquaternium-Io, Glycol Distearate, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Sodium Chloride, Carbomer, Sodium Hydroxide, Peg-Um, Ppg-9, Sodium Benzoate, Fragrance (Parfum)."
Product ID,Ingredients
U116,"Aqua / Water / Eau, Sodium C14-16 Olefin Sulfonate, Glycerin, Cocamidopropyl Betaine, Glycol Distearate, Peg-150 Distearate, Sodium Lauroyl Sarcosinate, Propylene Glycol, Cocamide Mipa, Hexylene Glycol, Parfum / Fragrance, Citric Acid, Sodium Hydroxide, Sodium Chloride, Sodium Benzoate, Peg-55 Propylene Glycol Oleate, Coco-Betaine, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Peg/Ppg-4/12 Dimethicone, Salicylic Acid, Carbomer, Amodimethicone, Limonene, Benzoic Acid, Polyquaternium-7, Tocopherol, Linalool, Benzyl Salicylate, Benzyl Alcohol, Alpha-Isomethyl Ionone, Trideceth-6, Glycine Soja Oil / Soybean Oil, Arginine, Serine, Glutamic Acid, Cetrimonium Chloride, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate"
U117,"Water (Eau), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Sodium Chloride, Sodium Gluconate, Glutamic Acid, Cysteine Hcl, Serine, Glycine, Histidine Hcl, Hydrolyzed Keratin, Collagen Amino Acids, Hydrolyzed Elastin, Glycerin, Fragrance (Parfum), Citric Acid, Glycol Distearate, Sodium Benzoate, Polyquaternium- 10, Ppg-9, Peg-45m, Propylene Glycol, Phenoxyethanol, Hexyl Cinnamal, Yellow 5 (Cl 19140), Red 33 (Cl 17200)"
U118,"Aqua/Water/Eau, Sodium Cocoyl Isethionate, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Sodium Lauroyl Sarcosinate, Coco-Betaine, Glycol Distearate, Glycereth-26, Decyl Glucoside, Coconut Acid, Sodium Hydroxide, Parfum/Fragrance, Sodium Isethionate, Citric Acid, Ppg-5-Ceteth-20, Sodium Chloride, Divinyldimethicone/Dimethicone Copolymer, Polyquaternium-7, Amodimethicone, Polyquaternium-10, Carbomer, Acrylates Copolymer, Peg-55 Propylene Glycol Oleate, Propylene Glycol, C11-15 Pareth-7, Hexyl Cinnamal, Benzoic Acid, Laureth-9, Butylene Glycol, Glycerin, Linalool, Tocopherol, Olea Europaea Fruit Oil/Olive Fruit Oil, Camelina Sativa Seed Oil, Trideceth-12, Salicylic Acid, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Sodium Benzoate, Magnesium Nitrate, Benzyl Alcohol, C12-13 Pareth-23, C12-13 Pareth-3, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Limonene, Arginine, 2-Oleamido-1,3-Octadecanediol, Poly (Linseed Oil), Benzophenone-4, Phenoxyethanol, Citronellol, Ci 14700/Red 4, Methylchloroisothiazolinone, Sorbic Acid, Haematococcus Pluvialis Extract, Magnesium Chloride, Methylisothiazolinone, Caprylic/Capric Triglyceride, Potassium Sorbate, CI 15510/Orange 4."
U119,"Butane, Hydrofluorocarbon 152a, Oryza Sativa (Rice) Starch, Alcohol Denat., Fragrance, Cocoyl Hydrolyzed Keratin, Distearyldimonium Chloride, Cetrimonium Chloride."
U120,"Butane, Isobutane, Propane, Oryza Sativa (Rice) Starch, Alcohol Denat, Fragrance, Cocoyl Hydrolyzed Keratin, Cetrimonium Chloride, Distearyldimonium Chloride."
U121,"Aqua (Water, Eau), Sodium C14-16 Olefin Sulfonate, Lauryl Betaine, Sodium Cocoamphoacetate, Dipropylene Glycol, Phyllostachys Pubescens Meristem Cell Lysate, Argania Spinosa Sprout Cell Extract, Malus Domestica Fruit Cell Culture Extract, Vitis Vinifera (Grape) Fruit Cell Extract, Glutamic Acid, Sodium Pca, Keratin, Hydrolyzed Keratin, Prunus Domestica Seed Extract, Argania Spinosa Kernel Oil, Lupinus Albus Seed Oil, Mangifera Indica (Mango) Seed Oil, Theobroma Grandiflorum Seed Butter, Adansonia Digitata Seed Oil, Carapa Guaianensis Seed Oil, Sclerocarya Birrea Seed Oil, Opuntia Ficus-Indica Seed Oil, Argan Oil Polyglyceryl-6 Esters, Sodium Peg-7 Olive Oil Carboxylate, Isomalt, Polyquaternium-10, Sodium Chloride, Butylene Glycol Laurate, Xanthan Gum, Ppg-2 Cocamide, Polysorbate 20, Lecithin, Benzotriazolyl Dodecyl P-Cresol, Glycerin, Citric Acid, Tocopherol, Disodium Edta ,Sodium Benzoate, Phenoxyethanol, Parfum (Fragrance), Yellow 5 (CI 19140), Blue 1 (CI 42090), Red 33 (CI 17200)."
U122,"Aqua / Water / Eau, Sodium C14-16 Olefin Sulfonate, Cocamide Mea, Glycerin, Cocamidopropyl Betaine, Glycol Distearate, Sodium Lauroyl Sarcosinate, Hexylene Glycol, Parfum / Fragrance, Citric Acid, Sodium Hydroxide, Sodium Chloride, Sodium Benzoate, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Coco-Betaine, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Salicylic Acid, Carbomer, Benzoic Acid, Argania Spinosa Kernel Oil, Ethylhexyl Salicylate, Polyquaternium-7, Mica, Linalool, Limonene, Hydroxycitronellal, Ci 77891 / Titanium Dioxide, Citronellol Fil T279190/1."
U123,"Aqua (Water, Eau), Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Sodium Lauroyl Glycinate, Sodium Methyl Cocoyl Taurate, Glycol Distearate, Cocamide MIPA, Sodium Methyl Isethionate, Parfum (Fragrance), Keratin, Tocopherol, Asiaticoside, Madecassoside, Citrus Paradisi (Grapefruit) Fruit Extract, Caprylyl Glycol, Guar Hydroxypropyltrimonium Chloride, Cyamopsis Tetragonoloba (Guar) Gum, Trimethylsiloxyamodimethicone, PEG-120 Methyl Glucose Dioleate, Hydroxyethylcellulose, Coconut Acid, Trideceth-12, Lactic Acid, C12-16 Pareth-9, Sodium Isethionate, Acrylates Copolymer, C11-15 Pareth-7, Lauric Acid, Zinc Laurate, Sodium Laurate, Sodium Acetate, Ethylhexylglycerin, Cellulose, Isopropanolamine, Phenoxyethanol, Citric Acid, Sodium Hydroxide, Sorbic Acid, Disodium EDTA, Sodium Chloride, Limonene, Linalool."
